#TEFF:4000 METALLICITY:p01 GRAVITY:4.5 VTURB:2.0 L/H: 1.25
#wav (A) 	 flux (ergs/cm**2/s/A)
31050.0	5453.2172004
31150.0	5354.61466636
31250.0	5326.23272581
31350.0	5262.10958027
31450.0	5201.72395095
31550.0	5137.17813257
31650.0	5068.25520664
31750.0	5027.45762539
31850.0	4969.3398769
31950.0	4913.90588018
32100.0	4827.64749526
32300.0	4715.46189054
32500.0	4611.62400718
32700.0	4505.76045088
32900.0	4407.38480257
33100.0	4306.39890472
33300.0	4206.43242704
33500.0	4125.63575081
33700.0	4032.46448274
33900.0	3939.63305289
34100.0	3844.05496064
34300.0	3778.97147629
34500.0	3701.28138652
34700.0	3622.13844396
34900.0	3546.03816258
35100.0	3474.35224984
35300.0	3398.04402314
35500.0	3330.3665241
35700.0	3259.51878046
35900.0	3192.83003585
36100.0	3129.94542978
36300.0	3066.65645287
36500.0	3001.18747408
36700.0	2936.95957599
36900.0	2871.96247248
37100.0	2813.2020165
37300.0	2766.0917446
37500.0	2707.24581272
37700.0	2659.82515558
37900.0	2606.99075673
38100.0	2558.4206293
38300.0	2510.92456761
38500.0	2462.65675062
38700.0	2403.64016296
38900.0	2366.50624223
39100.0	2324.70980016
39300.0	2280.72786583
39500.0	2228.86877923
39700.0	2192.58269729
39900.0	2139.77405937
40100.0	2108.60174998
40300.0	2075.541625
40500.0	2030.60155975
40700.0	1998.74910573
40900.0	1963.29910593
41100.0	1927.20046733
41300.0	1894.16794369
41500.0	1859.07008358
41700.0	1825.9360412
41900.0	1785.49332759
42100.0	1753.8537906
42300.0	1731.77899943
42500.0	1698.42282226
42700.0	1671.36897343
42900.0	1568.98244207
43100.0	1467.88739388
43300.0	1466.67074922
43500.0	1381.08115465
43700.0	1328.24908081
43900.0	1294.98718581
44100.0	1231.33477062
44300.0	1203.42270566
44500.0	1183.22833682
44700.0	1129.28742668
44900.0	1131.01199786
45100.0	1093.3380138
45300.0	1064.85935137
45500.0	1062.99070991
45700.0	1054.74051726
45900.0	1016.09922339
46100.0	1024.06037467
46300.0	1004.9674078
46500.0	1001.99797189
46700.0	1001.55801026
46900.0	980.617816824
47100.0	962.280261845
47300.0	972.329922802
47500.0	944.547211605
47700.0	933.612603075
47900.0	929.321210367
48100.0	899.166162211
48300.0	910.921148675
48500.0	894.617145153
48700.0	871.36991311
48900.0	857.762413129
49100.0	853.051996065
49300.0	835.77127942
49500.0	820.148476468
49700.0	818.112304264
49900.0	808.834395382
50100.0	794.745445449
50300.0	786.423622775
50500.0	767.099572465
50700.0	764.43000623
50900.0	755.472226752
51100.0	739.030584344
51300.0	741.914252994
51500.0	724.317115982
51700.0	723.681444993
51900.0	708.48743875
52100.0	704.63779681
52300.0	689.964677091
52500.0	686.871427581
52700.0	684.161386837
52900.0	665.606726963
53100.0	659.634633666
53300.0	654.915175735
53500.0	647.59779494
53700.0	642.055228323
53900.0	634.802050068
54100.0	627.494978134
54300.0	613.292956111
54500.0	613.402469236
54700.0	604.977410908
54900.0	597.275308243
55100.0	590.69584216
55300.0	593.51865984
55500.0	575.038967487
55700.0	576.782256124
55900.0	566.646994437
56100.0	561.308917426
56300.0	551.577490721
56500.0	549.642201875
56700.0	543.468188717
56900.0	533.431880939
57100.0	532.221010669
57300.0	524.832430074
57500.0	519.174798267
57700.0	511.808936074
57900.0	509.048292995
58100.0	500.149959999
58300.0	495.224833604
58500.0	490.188810645
58700.0	482.182030953
58900.0	477.072366009
59100.0	472.810354454
59300.0	467.299039677
59500.0	461.300590341
59700.0	457.415886413
59900.0	451.767927392
60100.0	446.740984988
60300.0	441.185295952
60500.0	434.628421112
60700.0	429.759289526
60900.0	425.170971237
61100.0	419.372645368
61300.0	415.340152154
61500.0	410.709128263
61700.0	406.011199617
61900.0	401.576567209
62100.0	397.167227531
62300.0	392.165045064
62500.0	386.90399194
62700.0	381.968881175
62900.0	378.444967088
63100.0	373.595158266
63300.0	370.407603358
63500.0	365.401449149
63700.0	362.083569264
63900.0	356.729537713
64200.0	351.206772899
64600.0	343.020398859
65000.0	335.22118564
65400.0	327.677650859
65800.0	320.340681371
66200.0	312.985558978
66600.0	305.952465896
67000.0	299.097906527
67400.0	292.304839837
67800.0	285.755134826
68200.0	279.267627992
68600.0	273.2428263
69000.0	267.206321261
69400.0	261.321553294
69800.0	255.639889402
70200.0	249.973049969
70600.0	244.616345265
71000.0	239.37009392
71400.0	234.231602339
71800.0	229.19244021
72200.0	224.359530918
72600.0	219.601860281
73000.0	214.996591619
73400.0	210.367102634
73800.0	206.061766175
74200.0	201.51552382
74600.0	197.469473167
75000.0	193.38079193
75400.0	189.320068866
75800.0	185.80366033
76200.0	182.035510428
76600.0	178.376604478
77000.0	174.768536318
77400.0	171.315409183
77800.0	167.928828261
78200.0	164.612200907
78600.0	161.373628039
79000.0	158.211254554
79400.0	155.147052749
79800.0	152.150307632
80200.0	149.079635219
80600.0	146.302241501
81000.0	143.526610246
81400.0	140.802861668
81800.0	138.170198831
82200.0	135.57311327
