#TEFF:6250 METALLICITY:p01 GRAVITY:4.5 VTURB:2.0 L/H: 1.25
#wav (A) 	 flux (ergs/cm**2/s/A)
1585.0	68.1990624833
1595.0	78.8114102597
1605.0	84.0248657043
1615.0	91.5000753829
1625.0	98.5254963602
1635.0	115.981767365
1645.0	153.750232615
1655.0	101.106518954
1665.0	172.820866679
1672.0	125.704224687
1677.0	413.264380225
1685.0	451.785959212
1695.0	522.446159958
1705.0	586.451706094
1715.0	734.012334247
1725.0	851.795947207
1735.0	1132.05520188
1745.0	1397.44473325
1755.0	2042.85488219
1765.0	1593.26017692
1775.0	1997.3635345
1785.0	2570.54349663
1795.0	3775.75529229
1805.0	3219.47760392
1815.0	2744.90665276
1825.0	3425.00366128
1835.0	3422.85444181
1845.0	2296.95348803
1855.0	4090.77384585
1865.0	5328.85839999
1875.0	5392.74667916
1885.0	5704.89255258
1895.0	7611.21919114
1905.0	7093.52478518
1915.0	7906.85772763
1925.0	6496.75386668
1935.0	3680.48392308
1945.0	9511.98808724
1955.0	9905.95025433
1967.0	13061.4763954
1976.0	10870.4802272
1984.0	14779.964616
1995.0	16141.2367573
2005.0	14700.1795563
2015.0	15919.8694332
2025.0	11853.8879171
2035.0	18187.0966256
2045.0	21234.0968751
2055.0	20218.6560494
2065.0	19376.5102332
2074.0	21837.6136157
2078.0	61088.2942225
2085.0	83250.6841255
2095.0	75121.8654048
2105.0	69822.6294494
2115.0	80899.0104571
2125.0	68819.9002271
2135.0	64208.1917955
2145.0	88041.1580571
2155.0	87290.5209829
2165.0	71372.3800078
2175.0	73252.498814
2185.0	100131.236698
2195.0	95624.4621924
2205.0	92249.524923
2215.0	65491.8101971
2225.0	80618.8510209
2235.0	113165.805105
2245.0	106503.12172
2255.0	75086.2924978
2265.0	68300.5959603
2275.0	76285.7948916
2285.0	112435.987964
2295.0	89185.9830626
2305.0	115024.289483
2315.0	91858.2808674
2325.0	70749.4949558
2335.0	57069.2867881
2345.0	33147.6598694
2355.0	80996.5730532
2365.0	39118.3136066
2375.0	56220.8021403
2385.0	27966.3466175
2395.0	38016.9256627
2405.0	38014.4937947
2415.0	48941.0811802
2425.0	97972.7742858
2435.0	98064.6665105
2445.0	120914.448415
2455.0	131735.03441
2465.0	109511.96504
2475.0	94964.5604331
2485.0	50756.5335415
2495.0	67124.3453577
2505.0	117202.857035
2513.0	37785.1815122
2518.0	27014.4593603
2525.0	32332.5622265
2535.0	63660.5142501
2545.0	69201.4781409
2555.0	137611.007984
2565.0	97202.5233072
2575.0	127980.775811
2585.0	111909.178041
2595.0	96392.667099
2605.0	80978.1242353
2615.0	70627.3411357
2625.0	105135.379557
2635.0	191769.418816
2645.0	267322.556844
2655.0	357797.56348
2665.0	222562.044155
2675.0	262675.695543
2685.0	298652.00141
2695.0	222121.382514
2705.0	269713.957759
2715.0	195255.688385
2725.0	163444.799188
2735.0	206405.70811
2745.0	99880.0915144
2755.0	142608.31415
2765.0	189873.425685
2775.0	202238.371667
2785.0	111085.421618
2795.0	44592.6422657
2805.0	55972.7658214
2815.0	177388.561919
2825.0	283142.695331
2835.0	281103.978298
2845.0	208894.769151
2855.0	110754.785904
2865.0	304367.929576
2875.0	384278.393045
2885.0	325480.155525
2895.0	373585.859886
2910.0	490750.351649
2930.0	429631.866507
2950.0	413560.293972
2970.0	445904.278357
2990.0	451662.130938
3010.0	478008.173008
3030.0	483767.960142
3050.0	505256.238272
3070.0	516125.627169
3090.0	511820.870944
3110.0	540532.115576
3130.0	527801.683755
3150.0	500696.458954
3170.0	529721.151992
3190.0	473399.928028
3210.0	534087.416806
3230.0	447552.217825
3250.0	573813.408131
3270.0	651570.362008
3290.0	623620.160967
3310.0	623768.391359
3330.0	628382.986707
3350.0	620074.184459
3370.0	516887.189294
3390.0	573597.216044
3410.0	575138.685861
3430.0	579816.028129
3450.0	614722.514593
3470.0	627774.255746
3490.0	664706.78572
3510.0	685721.014151
3530.0	645373.342684
3550.0	731990.773665
3570.0	591733.091154
3590.0	568898.762836
3610.0	634638.648514
3630.0	635218.103451
3640.0	643702.12215
3650.0	725375.108548
3670.0	723900.994998
3690.0	679570.083663
3710.0	721901.266916
3730.0	612625.647665
3750.0	675159.263634
3770.0	765464.352864
3790.0	809020.75657
3810.0	840036.802526
3830.0	556425.462135
3850.0	784243.721299
3870.0	780702.645201
3890.0	762769.835347
3910.0	866996.156851
3930.0	462822.76794
3950.0	737601.850838
3970.0	518767.310689
3990.0	970929.776476
4010.0	1029970.8548
4030.0	1048698.60192
4050.0	1018700.34684
4070.0	995700.647863
4090.0	1063998.79433
4110.0	995882.926824
4130.0	1074193.76649
4150.0	1099288.33257
4170.0	1095027.17077
4190.0	1063048.1649
4210.0	1062342.51159
4230.0	1018274.65838
4250.0	1038622.15332
4270.0	988878.23709
4290.0	928383.977418
4310.0	799716.60743
4330.0	1018970.40245
4350.0	959066.531644
4370.0	1102677.50485
4390.0	1026541.1707
4410.0	1070818.3775
4430.0	1097299.45379
4450.0	1086882.96615
4470.0	1127982.08289
4490.0	1123918.72935
4510.0	1215406.29946
4530.0	1115582.24434
4550.0	1139957.11079
4570.0	1202333.5655
4590.0	1135343.9962
4610.0	1157818.07799
4630.0	1135781.96831
4650.0	1148327.47133
4670.0	1172246.25914
4690.0	1144851.43637
4710.0	1103702.63521
4730.0	1156202.02292
4750.0	1165659.51271
4770.0	1163718.45712
4790.0	1156346.63118
4810.0	1141424.78811
4830.0	1153799.18648
4850.0	1060211.93341
4870.0	927228.093222
4890.0	1089789.67214
4910.0	1090790.85612
4930.0	1073361.32612
4950.0	1109901.97062
4970.0	1118391.45212
4990.0	1046933.66604
5010.0	1011001.247
5030.0	1060054.49095
5050.0	1060726.31557
5070.0	1096623.03484
5090.0	1061859.21395
5110.0	1075388.81068
5130.0	1049180.76119
5150.0	1018214.88959
5170.0	957704.155848
5190.0	957148.644219
5210.0	1014380.22646
5230.0	1022222.25725
5250.0	1044098.95404
5270.0	944717.19308
5290.0	1031100.67851
5310.0	1052246.95608
5330.0	972500.651537
5350.0	1026275.28735
5370.0	1019871.75883
5390.0	1009458.77962
5410.0	978368.135216
5430.0	1003771.79637
5450.0	1019208.56523
5470.0	1000477.135
5490.0	993698.293356
5510.0	996145.044418
5530.0	995128.737597
5550.0	1000816.7667
5570.0	976442.4021
5590.0	963231.773554
5610.0	980761.737402
5630.0	981939.968563
5650.0	979038.726494
5670.0	957037.409197
5690.0	967451.793509
5710.0	952870.725539
5730.0	994532.756027
5750.0	965229.705984
5770.0	970165.994098
5790.0	952028.692155
5810.0	961560.412123
5830.0	968557.67068
5850.0	949331.833544
5870.0	948703.151483
5890.0	902693.125025
5910.0	936762.917712
5930.0	932756.607577
5950.0	932170.151166
5970.0	929972.423718
5990.0	920430.466283
6010.0	906346.782362
6030.0	906363.288806
6050.0	917826.455665
6070.0	910893.113378
6090.0	892633.516868
6110.0	883988.679357
6130.0	855173.087003
6150.0	860320.533844
6170.0	842703.385981
6190.0	873023.153808
6210.0	871451.286087
6230.0	852425.241734
6250.0	826333.541193
6270.0	857369.109197
6290.0	855789.976431
6310.0	833206.50195
6330.0	835656.073264
6350.0	833746.078247
6370.0	828371.077903
6390.0	831416.898566
6410.0	810184.811084
6430.0	815521.569801
6450.0	807661.527376
6470.0	802532.741615
6490.0	791117.108143
6510.0	800552.912142
6530.0	792633.40396
6550.0	742868.975234
6570.0	630166.387313
6590.0	765978.045083
6610.0	785090.509368
6630.0	780497.46214
6650.0	777843.555451
6670.0	768603.578859
6690.0	775737.040559
6710.0	761997.439005
6730.0	765550.355404
6750.0	757204.193507
6770.0	756399.875267
6790.0	750519.921273
6810.0	745277.685765
6830.0	745096.61708
6850.0	730976.71948
6870.0	735619.597071
6890.0	734070.650296
6910.0	727316.025867
6930.0	724684.620878
6950.0	721202.497171
6970.0	717563.219624
6990.0	714874.085022
7010.0	695304.780378
7030.0	702273.185285
7050.0	702275.255469
7070.0	696088.472228
7090.0	691272.274201
7110.0	687388.729781
7130.0	680766.162994
7150.0	676259.303762
7170.0	672258.588654
7190.0	658317.355316
7210.0	665973.500548
7230.0	662695.55586
7250.0	663664.21713
7270.0	660641.659838
7290.0	644159.949628
7310.0	650233.566488
7330.0	647750.213558
7350.0	647337.502443
7370.0	645319.121477
7390.0	630193.20221
7410.0	615712.353708
7430.0	625435.375988
7450.0	625268.680475
7470.0	626652.837161
7490.0	620050.925074
7510.0	618453.734804
7530.0	617393.468546
7550.0	617177.228127
7570.0	610729.126949
7590.0	607618.84867
7610.0	603186.850523
7630.0	602861.07742
7650.0	599405.62195
7670.0	584868.66837
7690.0	592476.4157
7710.0	584918.087394
7730.0	585306.958328
7750.0	577148.835272
7770.0	577160.901553
7790.0	580326.972654
7810.0	575294.276337
7830.0	568740.603566
7850.0	564775.957633
7870.0	568298.259903
7890.0	565324.489369
7910.0	558396.579972
7930.0	548480.196246
7950.0	548143.134314
7970.0	553277.265457
7990.0	551450.081421
8010.0	543700.063012
8030.0	541553.010393
8050.0	537061.169696
8070.0	538913.734348
8090.0	530114.413777
8110.0	533428.480461
8130.0	532621.474577
8150.0	528521.16123
8170.0	525846.88261
8190.0	510499.187531
8210.0	511172.869276
8230.0	508381.624379
8250.0	509487.509522
8270.0	512987.62532
8290.0	509599.324597
8310.0	500637.398529
8330.0	494909.503738
8350.0	497572.279246
8370.0	497764.798536
8390.0	489474.631357
8410.0	492659.599132
8430.0	483912.492063
8450.0	482128.32817
8470.0	478099.035833
8490.0	471357.271496
8510.0	449729.462361
8530.0	462909.09893
8550.0	394732.375225
8570.0	473170.250506
8590.0	461787.344792
8610.0	459401.841157
8630.0	466533.191932
8650.0	455884.070584
8670.0	391343.163846
8690.0	448084.246068
8710.0	454920.150176
8730.0	451972.742465
8750.0	433619.811251
8770.0	449028.591583
8790.0	447491.968212
8810.0	439205.273122
8830.0	441216.748672
8850.0	435511.964905
8870.0	416555.704515
8890.0	437405.412889
8910.0	437671.966985
8930.0	429698.676021
8950.0	430737.043054
8970.0	429563.582844
8990.0	427988.257921
9010.0	397802.461142
9030.0	414976.713949
9050.0	424674.71661
9070.0	414677.265709
9090.0	403929.103406
9110.0	409634.95004
9130.0	415322.94327
9150.0	413437.692385
9170.0	410958.838011
9190.0	410946.904518
9210.0	398737.918959
9230.0	374208.766032
9250.0	391722.972148
9270.0	396558.346115
9290.0	399507.446281
9310.0	398968.804899
9330.0	395503.74418
9350.0	393779.266804
9370.0	391929.308771
9390.0	390431.53052
9410.0	373673.671027
9430.0	384631.543395
9450.0	379849.574454
9470.0	383328.01253
9490.0	382945.659269
9510.0	378253.865071
9530.0	372904.848777
9550.0	345639.395397
9570.0	368746.598988
9590.0	372458.344264
9610.0	367825.782153
9630.0	363163.797062
9650.0	363366.262015
9670.0	360357.915441
9690.0	362288.212282
9710.0	361496.843583
9730.0	360265.587583
9750.0	355099.337497
9770.0	355060.321655
9790.0	353267.026416
9810.0	352918.370204
9830.0	351080.417425
9850.0	349378.06412
9870.0	346117.129074
9890.0	344013.731286
9910.0	342626.580556
9930.0	343497.654831
9950.0	342208.991476
9970.0	340716.773996
9990.0	338632.965201
10025.0	330962.849386
10075.0	321306.543414
10125.0	326797.082703
10175.0	321797.8821
10225.0	319862.733388
10275.0	317694.35607
10325.0	311728.334873
10375.0	308396.749595
10425.0	306135.219491
10475.0	299913.699418
10525.0	298559.398483
10575.0	294670.507147
10625.0	290602.418748
10675.0	282098.801804
10725.0	282576.150283
10775.0	279004.312741
10825.0	273874.479069
10875.0	271387.231526
10925.0	259489.72942
10975.0	263328.165017
11025.0	266124.556893
11075.0	264460.304659
11125.0	260586.674463
11175.0	257203.741174
11225.0	255726.4568
11275.0	249053.497195
11325.0	247326.696049
11375.0	245852.261077
11425.0	241224.631107
11475.0	242724.30032
11525.0	240013.400906
11575.0	236266.144006
11625.0	231376.415267
11675.0	229068.936082
11725.0	230259.623408
11775.0	223486.540063
11825.0	221879.302037
11875.0	218760.466638
11925.0	221230.493115
11975.0	213198.75605
12025.0	214269.824451
12075.0	211059.729785
12125.0	210301.430161
12175.0	209973.161683
12225.0	207637.253625
12275.0	204596.187712
12325.0	203038.222443
12375.0	201048.450969
12425.0	198889.8772
12475.0	197433.610438
12525.0	194866.710123
12575.0	192485.979618
12625.0	190889.122635
12675.0	188602.320834
12725.0	187641.490458
12775.0	184779.459945
12825.0	169556.706088
12875.0	180704.912846
12925.0	179636.124469
12975.0	178877.580087
13025.0	176156.798527
13075.0	175503.02423
13125.0	172353.280946
13175.0	170361.917162
13225.0	170342.871465
13275.0	167469.793016
13325.0	166603.683822
13375.0	164723.557057
13425.0	164024.479696
13475.0	162287.752413
13525.0	160590.203666
13575.0	157785.825295
13625.0	157201.566368
13675.0	155502.640233
13725.0	153435.936633
13775.0	152524.736627
13825.0	151436.026762
13875.0	150563.018426
13925.0	148797.260228
13975.0	147537.942125
14025.0	145396.593978
14075.0	144913.22888
14125.0	142482.675416
14175.0	142483.408697
14225.0	139398.988134
14275.0	137447.303529
14325.0	138061.453559
14375.0	137594.514676
14425.0	131936.812192
14475.0	134615.390485
14525.0	131000.283578
14570.0	131670.926225
14620.0	130348.266828
14675.0	129439.860799
14725.0	127001.300871
14775.0	125794.367986
14825.0	125282.827353
14875.0	122397.463584
14925.0	124212.554088
14975.0	121947.344523
15025.0	118821.067182
15075.0	117969.534744
15125.0	119011.114862
15175.0	118252.88441
15225.0	116067.738604
15275.0	115914.300448
15325.0	114389.432854
15375.0	113502.070592
15425.0	112330.211477
15475.0	111426.484853
15525.0	109744.713469
15575.0	108317.017379
15625.0	109010.02513
15675.0	105986.470046
15725.0	105752.423976
15775.0	102973.661971
15825.0	103580.950696
15875.0	99317.9383954
15925.0	101298.286704
15975.0	101856.352677
16050.0	99634.6375006
16150.0	96754.0366995
16250.0	97107.4957731
16350.0	93924.8209276
16450.0	90829.8499149
16550.0	91706.7594434
16650.0	90051.5562863
16750.0	86547.5248052
16850.0	83106.3582203
16950.0	84973.1528
17050.0	82436.5449735
17150.0	81162.0126076
17250.0	78653.0480526
17350.0	73665.7510098
17450.0	75196.5857657
17550.0	74588.3421368
17650.0	73135.4153572
17750.0	71735.1433959
17850.0	70528.1110617
17950.0	69262.4997432
18050.0	67484.0711083
18150.0	63274.2754967
18250.0	64082.3396655
18350.0	63747.2696146
18450.0	62191.5062731
18550.0	61309.3338814
18650.0	59548.6523464
18750.0	54925.1760918
18850.0	57440.4112901
18950.0	55681.1984635
19050.0	55887.9014641
19150.0	54711.4236081
19250.0	53712.4530181
19350.0	52205.1106813
19450.0	48617.0921573
19550.0	50554.1531271
19650.0	49766.840764
19750.0	48768.4174651
19850.0	48107.8550765
19950.0	47266.7295606
20050.0	46594.3191295
20150.0	45932.895393
20250.0	44774.8557787
20350.0	43749.5122983
20450.0	43503.3389475
20550.0	42663.5578546
20650.0	41676.9675678
20750.0	41077.7897568
20850.0	40399.890889
20950.0	39500.112334
21050.0	39055.3419086
21150.0	38310.9190106
21250.0	37642.4804454
21350.0	37089.428635
21450.0	36518.3151604
21550.0	35776.073605
21650.0	33209.6790675
21750.0	34324.5531038
21850.0	33944.5269172
21950.0	33604.2081283
22050.0	32796.3370171
22150.0	32417.1628529
22250.0	31908.4240817
22350.0	31391.267692
22450.0	30874.3062435
22550.0	30290.3858037
22650.0	29826.5804108
22750.0	29414.3428276
22850.0	28833.6125399
22950.0	28398.4699275
23050.0	28050.465925
23150.0	27528.3957114
23250.0	27094.1116765
23350.0	26637.0992308
23450.0	26337.8934237
23550.0	25807.1168627
23650.0	25508.9374397
23750.0	25044.2467163
23850.0	24550.5975565
23950.0	24305.7662045
24050.0	23899.8448846
24150.0	23484.3786525
24250.0	23156.5060172
24350.0	22754.3397111
24450.0	22453.7493813
24550.0	21979.7149242
24650.0	21821.4776978
24750.0	21421.3502894
24850.0	20977.9107687
24950.0	20773.0055435
25050.0	20600.7956764
25150.0	20227.3321978
25250.0	19932.4808072
25350.0	19637.9110901
25450.0	19355.6779673
25550.0	19013.8780697
25650.0	18664.0509782
25750.0	18568.1993253
25850.0	18137.236773
25950.0	18022.6507582
26050.0	17740.968429
26150.0	17356.9650087
26250.0	16330.02829
26350.0	16920.907268
26450.0	16709.2131815
26550.0	16518.9354005
26650.0	16161.7713208
26750.0	15951.5039509
26850.0	15887.381595
26950.0	15702.4169506
27050.0	15487.7900579
27150.0	15264.0988997
27250.0	15055.3799192
27350.0	14869.3388023
27450.0	14666.9044518
27550.0	14254.1167181
27650.0	14142.1802468
27750.0	14052.8961694
27850.0	13881.4259986
27950.0	13722.0233175
28050.0	13531.7685867
28150.0	13361.2690694
28250.0	13175.1847499
28350.0	13019.7372184
28450.0	12803.9207695
28550.0	12658.1101573
28650.0	12420.1545727
28750.0	12070.5851067
28850.0	12138.3307968
28950.0	12017.0595202
29050.0	11864.8401975
29150.0	11701.369167
29250.0	11535.2972078
29350.0	11414.0195375
29450.0	11247.4560962
29550.0	11123.7377804
29650.0	10988.4713156
29750.0	10845.2848474
29850.0	10711.1693593
29950.0	10558.2130938
30050.0	10428.2999197
30150.0	10308.4498565
30250.0	10161.7787526
30350.0	9819.25689348
30450.0	9813.39124167
30550.0	9791.00978761
30650.0	9666.27215424
30750.0	9572.43322566
30850.0	9427.94592745
30950.0	9321.11438963
31050.0	9222.61327174
31150.0	9046.08867442
31250.0	8987.36537642
31350.0	8889.85691308
31450.0	8780.97800857
31550.0	8651.91512073
31650.0	8568.29917721
31750.0	8463.25874612
31850.0	8369.11899933
31950.0	8279.51437809
32100.0	8117.65158593
32300.0	7938.69991773
32500.0	7747.06285549
32700.0	7563.99173693
32900.0	7244.08656516
33100.0	7187.4558413
33300.0	7041.63114562
33500.0	6899.83461589
33700.0	6731.59706562
33900.0	6574.92461033
34100.0	6422.22730178
34300.0	6303.46712131
34500.0	6175.93872729
34700.0	6034.98857184
34900.0	5906.2075206
35100.0	5780.93475273
35300.0	5648.2497544
35500.0	5533.16609647
35700.0	5407.83263064
35900.0	5293.0822866
36100.0	5191.57786707
36300.0	5082.1998549
36500.0	4962.07430389
36700.0	4856.94542689
36900.0	4731.12002519
37100.0	4634.72636335
37300.0	4521.59142858
37500.0	4377.9825191
37700.0	4374.05188353
37900.0	4284.3892606
38100.0	4202.35251575
38300.0	4127.71801173
38500.0	4051.77420213
38700.0	3962.5633466
38900.0	3884.08161398
39100.0	3808.17075658
39300.0	3742.72295396
39500.0	3660.14839445
39700.0	3595.59215119
39900.0	3508.4159553
40100.0	3444.79527271
40300.0	3388.35308329
40500.0	3263.58428901
40700.0	3262.53623044
40900.0	3203.64535076
41100.0	3148.76053885
41300.0	3093.02843769
41500.0	3028.99611651
41700.0	2964.32294329
41900.0	2917.81986309
42100.0	2855.65758962
42300.0	2821.5129983
42500.0	2763.98272835
42700.0	2718.58481129
42900.0	2655.83007875
43100.0	2595.25008861
43300.0	2551.34352407
43500.0	2486.74457433
43700.0	2425.10244657
43900.0	2397.30053821
44100.0	2336.45152272
44300.0	2304.86198977
44500.0	2267.38626106
44700.0	2213.68302996
44900.0	2186.57065314
45100.0	2147.32293381
45300.0	2100.64653772
45500.0	2073.38650581
45700.0	2041.78517618
45900.0	1996.99420241
46100.0	1973.0742421
46300.0	1939.14335684
46500.0	1880.2106708
46700.0	1865.79012808
46900.0	1851.27406996
47100.0	1823.15264125
47300.0	1798.65558946
47500.0	1767.86200718
47700.0	1739.36519655
47900.0	1714.15625651
48100.0	1683.08584289
48300.0	1661.59419516
48500.0	1632.87957143
48700.0	1607.99255308
48900.0	1583.0811042
49100.0	1558.89441868
49300.0	1533.81384627
49500.0	1509.69865902
49700.0	1486.04255543
49900.0	1466.32838663
50100.0	1443.65617661
50300.0	1422.00842202
50500.0	1395.95547054
50700.0	1377.03299822
50900.0	1358.24852923
51100.0	1333.74526928
51300.0	1304.11410887
51500.0	1295.47416765
51700.0	1280.31116435
51900.0	1258.55380514
52100.0	1239.08016339
52300.0	1220.96303577
52500.0	1205.04331689
52700.0	1188.78991389
52900.0	1168.46221226
53100.0	1153.61634031
53300.0	1136.11072686
53500.0	1120.92894943
53700.0	1104.17406046
53900.0	1089.39077695
54100.0	1074.48822589
54300.0	1056.31826669
54500.0	1044.23963319
54700.0	1028.10089654
54900.0	1014.25797998
55100.0	1001.67479486
55300.0	988.462522036
55500.0	973.136878682
55700.0	961.812676253
55900.0	945.46379303
56100.0	934.428937375
56300.0	921.105467718
56500.0	910.454363716
56700.0	898.242506489
56900.0	884.605399974
57100.0	874.106944443
57300.0	862.391018557
57500.0	850.635314023
57700.0	839.201689122
57900.0	828.021723584
58100.0	817.064356842
58300.0	806.634515063
58500.0	796.319199637
58700.0	784.750820351
58900.0	772.586407713
59100.0	757.057903893
59300.0	755.105732989
59500.0	743.695305104
59700.0	735.902925165
59900.0	726.409806719
60100.0	716.628149109
60300.0	708.048395823
60500.0	699.017480446
60700.0	689.699461862
60900.0	680.60173401
61100.0	671.029960354
61300.0	663.929929353
61500.0	655.893346739
61700.0	647.568845273
61900.0	639.658853885
62100.0	631.689461239
62300.0	622.241075107
62500.0	615.394771065
62700.0	607.814683345
62900.0	600.856401373
63100.0	592.460571231
63300.0	586.358371042
63500.0	578.968027513
63700.0	571.828722052
63900.0	564.730603912
64200.0	554.795414785
64600.0	541.143073264
65000.0	528.003701413
65400.0	516.006438045
65800.0	503.928629362
66200.0	491.933152301
66600.0	480.675270497
67000.0	469.363193154
67400.0	458.383985511
67800.0	448.093477351
68200.0	437.844563265
68600.0	427.930933831
69000.0	418.273762132
69400.0	408.772813946
69800.0	399.892288662
70200.0	390.694292866
70600.0	382.33408457
71000.0	374.012054823
71400.0	365.846110936
71800.0	357.890752762
72200.0	350.065739951
72600.0	342.555923159
73000.0	335.41426029
73400.0	328.112583173
73800.0	321.323369544
74200.0	314.377939034
74600.0	305.617907117
75000.0	299.861743368
75400.0	295.127744811
75800.0	289.271410522
76200.0	283.320095279
76600.0	277.599612583
77000.0	271.850931218
77400.0	266.486188287
77800.0	261.152730503
78200.0	255.93378285
78600.0	250.855802179
79000.0	245.896105192
79400.0	241.042388182
79800.0	236.339297123
80200.0	231.647893399
80600.0	227.134656797
81000.0	222.854408803
81400.0	218.434465154
81800.0	214.32308542
82200.0	210.325561639
82600.0	206.302957975
83000.0	202.448032205
83400.0	198.532399985
83800.0	194.878502561
84200.0	191.314512123
84600.0	187.783921061
85000.0	184.331905248
85400.0	180.940283995
85800.0	177.65669036
86200.0	174.40190338
86600.0	171.283478503
87000.0	168.206977227
87400.0	165.183416743
87800.0	162.24284789
88200.0	159.29090064
88600.0	156.496279521
89000.0	153.715072456
89400.0	151.071038416
89800.0	148.35638004
90200.0	145.838586034
90600.0	143.377636016
91000.0	140.809414973
91400.0	138.420517814
91800.0	136.103393882
92200.0	133.814129267
92600.0	131.534781788
93000.0	129.33120815
93400.0	127.139857766
93800.0	125.028805718
94200.0	122.945570691
94600.0	120.903074721
95000.0	118.903834173
95400.0	116.923920568
95800.0	115.04472368
96200.0	113.140842537
96600.0	111.331951351
97000.0	109.529870722
97400.0	107.684054396
97800.0	105.999484958
98200.0	104.32318923
98600.0	102.676718213
99000.0	101.059514538
99400.0	99.4346222316
99800.0	97.8776305039
100200.0	96.345268045
200000.0	6.20577882871
400000.0	0.388156284995
600000.0	0.0761880894166
800000.0	0.023948733137
1000000.0	0.00975074969645
1200000.0	0.00467717872321
1400000.0	0.00251259729978
1600000.0	0.00146652380919
