#TEFF:5250 METALLICITY:p01 GRAVITY:4.5 VTURB:2.0 L/H: 1.25
#wav (A) 	 flux (ergs/cm**2/s/A)
1517.0	0.0144353891541
1525.0	0.0327826799222
1535.0	0.0550135335081
1545.0	0.0471788258806
1555.0	0.0787226026228
1565.0	0.076970670871
1575.0	0.187733980048
1585.0	0.227342141622
1595.0	0.269327409424
1605.0	0.284939724641
1615.0	0.310157278865
1625.0	0.352604181228
1635.0	0.464667235447
1645.0	0.67570114119
1655.0	0.488244611366
1665.0	0.83005058775
1672.0	0.568221272265
1677.0	2.19125634542
1685.0	2.48462743502
1695.0	3.18447150068
1705.0	3.42360661525
1715.0	3.31153079685
1725.0	4.68303399547
1735.0	5.58369023918
1745.0	7.92814090701
1755.0	10.1811807069
1765.0	9.98819000741
1775.0	10.4392717531
1785.0	15.0835954592
1795.0	16.5563799091
1805.0	20.1507202607
1815.0	18.4295154914
1825.0	25.0032198111
1835.0	25.5888306703
1845.0	20.512382075
1855.0	27.5195453995
1865.0	33.5645850957
1875.0	36.3268514441
1885.0	39.7931779978
1895.0	53.8746087597
1905.0	51.8970296332
1915.0	61.4663543267
1925.0	61.1319750483
1935.0	39.9154794816
1945.0	78.6959907526
1955.0	88.4389810101
1967.0	111.576947318
1976.0	114.555420956
1984.0	126.184918972
1995.0	127.222683667
2005.0	126.896436349
2015.0	144.246820299
2025.0	115.607209593
2035.0	161.195749139
2045.0	184.641515551
2055.0	200.92293886
2065.0	201.421217729
2074.0	210.6190545
2078.0	398.449612307
2085.0	490.042545888
2095.0	487.144600728
2105.0	500.409042571
2115.0	599.380507101
2125.0	561.068742822
2135.0	648.132717583
2145.0	714.65025279
2155.0	664.45890584
2165.0	645.862795339
2175.0	670.102883
2185.0	775.568107653
2195.0	867.825594871
2205.0	899.681049496
2215.0	802.118858423
2225.0	954.975798543
2235.0	1331.27062412
2245.0	1360.47997765
2255.0	1191.61757535
2265.0	942.288766136
2275.0	1076.45801994
2285.0	1545.46371772
2295.0	1399.4612072
2305.0	1364.88719074
2315.0	1575.98401247
2325.0	1625.23630139
2335.0	1868.40193184
2345.0	1308.85335703
2355.0	1791.07077652
2365.0	1506.83467441
2375.0	1762.46740383
2385.0	1465.38322627
2395.0	1715.43674522
2405.0	1996.32717914
2415.0	1699.5808343
2425.0	2539.24753585
2435.0	2812.90620881
2445.0	3464.39879117
2455.0	3768.85358037
2465.0	2845.55463675
2475.0	2670.59685308
2485.0	1153.34573634
2495.0	1729.63901817
2505.0	2896.43747375
2513.0	1623.67807433
2518.0	1131.72962174
2525.0	1288.34640631
2535.0	2990.44869153
2545.0	3008.92896193
2555.0	7752.4159045
2565.0	5331.73975819
2575.0	8231.98609906
2585.0	7691.51278197
2595.0	7508.58453396
2605.0	7124.1311043
2615.0	6294.64533847
2625.0	8858.95550809
2635.0	18571.1588074
2645.0	22551.6313723
2655.0	42610.4409717
2665.0	21768.6666524
2675.0	23473.5216516
2685.0	32166.9056017
2695.0	17403.0099224
2705.0	26351.4908432
2715.0	16776.6401005
2725.0	9018.04782001
2735.0	14022.490661
2745.0	10119.7025481
2755.0	14609.9956574
2765.0	20350.3875855
2775.0	21100.1722992
2785.0	12404.1522289
2795.0	5752.52760382
2805.0	7128.62134617
2815.0	18207.2213165
2825.0	23218.572526
2835.0	16822.8955246
2845.0	9393.02353882
2855.0	4637.18772849
2865.0	13075.3847469
2875.0	26259.6884708
2885.0	30280.2728019
2895.0	48876.6486929
2910.0	81687.8777517
2930.0	66168.1265266
2950.0	53678.4381563
2970.0	53705.635721
2990.0	54126.3527766
3010.0	47774.3458527
3030.0	59387.7009187
3050.0	61714.8677313
3070.0	83341.5971741
3090.0	74152.9569295
3110.0	105580.282429
3130.0	90997.4412676
3150.0	94613.2609954
3170.0	106579.680981
3190.0	88018.9784659
3210.0	94495.9699865
3230.0	77740.4667804
3250.0	126320.124362
3270.0	155558.218441
3290.0	151049.798893
3310.0	132338.719423
3330.0	139499.779422
3350.0	131620.175523
3370.0	84590.4191867
3390.0	100142.122656
3410.0	100901.930915
3430.0	108596.377212
3450.0	114771.207172
3470.0	122044.255049
3490.0	148858.778396
3510.0	162151.84961
3530.0	138577.836118
3550.0	162740.739033
3570.0	91058.116122
3590.0	100006.805866
3610.0	140417.366628
3630.0	146891.911287
3640.0	155254.191056
3650.0	184913.833317
3670.0	202860.550024
3690.0	172079.959368
3710.0	179131.444288
3730.0	96463.0592277
3750.0	114702.459806
3770.0	167697.651998
3790.0	171442.357474
3810.0	148379.309439
3830.0	67953.965386
3850.0	99920.0324006
3870.0	99730.649433
3890.0	151949.710557
3910.0	198291.568952
3930.0	92323.8640089
3950.0	173692.285376
3970.0	120929.676033
3990.0	271487.482301
4010.0	291922.954917
4030.0	288792.678079
4050.0	270759.059461
4070.0	251255.286444
4090.0	326386.155337
4110.0	319845.352447
4130.0	299934.823782
4150.0	289165.470303
4170.0	301587.188827
4190.0	281724.071524
4210.0	292060.887283
4230.0	276287.110106
4250.0	286871.299326
4270.0	262667.184954
4290.0	242191.373963
4310.0	203411.057253
4330.0	320548.907164
4350.0	317212.027696
4370.0	345241.15099
4390.0	299775.346647
4410.0	324516.576211
4430.0	359569.469215
4450.0	357404.385732
4470.0	386981.921572
4490.0	394799.131326
4510.0	452943.792154
4530.0	395439.880958
4550.0	416574.309348
4570.0	447200.333089
4590.0	419918.048404
4610.0	429105.207481
4630.0	421658.094275
4650.0	426232.847443
4670.0	445078.853364
4690.0	434748.87936
4710.0	421307.588345
4730.0	439593.945226
4750.0	449878.029605
4770.0	452872.67003
4790.0	452548.227336
4810.0	446887.863188
4830.0	459707.727327
4850.0	432167.603712
4870.0	387430.011414
4890.0	427734.046344
4910.0	430150.900099
4930.0	417527.934832
4950.0	441151.591293
4970.0	441649.808475
4990.0	407415.110231
5010.0	385548.286431
5030.0	411731.927741
5050.0	410287.476487
5070.0	432003.720566
5090.0	408018.413606
5110.0	416036.216947
5130.0	403810.595138
5150.0	383555.753693
5170.0	325197.91414
5190.0	338845.689755
5210.0	392244.692065
5230.0	409526.784844
5250.0	434311.57725
5270.0	368046.680324
5290.0	431592.895803
5310.0	458671.477462
5330.0	396594.030623
5350.0	439479.142116
5370.0	433321.523531
5390.0	426469.091881
5410.0	412054.455206
5430.0	423523.737423
5450.0	438679.559029
5470.0	432601.932649
5490.0	431345.607136
5510.0	429473.99303
5530.0	437588.035269
5550.0	444863.685424
5570.0	429045.216186
5590.0	416837.590611
5610.0	436856.19696
5630.0	436642.656412
5650.0	440262.211012
5670.0	428787.821784
5690.0	436881.154954
5710.0	424318.492439
5730.0	458341.541997
5750.0	440714.181584
5770.0	445957.591031
5790.0	429262.45802
5810.0	444056.715675
5830.0	454157.49443
5850.0	440895.738509
5870.0	441855.186611
5890.0	382525.501363
5910.0	434340.761296
5930.0	435976.968786
5950.0	437191.865592
5970.0	440862.108103
5990.0	434956.869856
6010.0	426057.686621
6030.0	432008.707755
6050.0	439935.859478
6070.0	435731.5588
6090.0	421080.845732
6110.0	420087.352785
6130.0	398378.700685
6150.0	411287.748117
6170.0	390150.956468
6190.0	418703.719779
6210.0	418584.250663
6230.0	404739.784948
6250.0	393304.680835
6270.0	411023.193246
6290.0	413717.698983
6310.0	400558.039917
6330.0	403096.128599
6350.0	404456.809851
6370.0	402120.519595
6390.0	406464.773238
6410.0	395016.169734
6430.0	400328.495321
6450.0	395161.805645
6470.0	391698.427359
6490.0	385686.494431
6510.0	397291.271579
6530.0	397371.296717
6550.0	385479.889181
6570.0	354285.845097
6590.0	387213.775278
6610.0	394384.131249
6630.0	390139.60874
6650.0	389613.254479
6670.0	383115.797584
6690.0	391164.113268
6710.0	379307.46339
6730.0	387335.649731
6750.0	382056.495446
6770.0	383171.088664
6790.0	379519.105918
6810.0	377642.268408
6830.0	380504.403175
6850.0	368951.250938
6870.0	374276.085987
6890.0	375731.258437
6910.0	371939.520514
6930.0	369864.448161
6950.0	367763.621062
6970.0	367667.841634
6990.0	365480.986597
7010.0	354442.547428
7030.0	360563.322624
7050.0	362139.517848
7070.0	357286.630873
7090.0	355315.499546
7110.0	357257.112065
7130.0	349600.315669
7150.0	346462.677121
7170.0	348404.661512
7190.0	336181.425344
7210.0	344440.018131
7230.0	346626.193861
7250.0	346712.651213
7270.0	345284.105429
7290.0	334270.443779
7310.0	340163.603135
7330.0	338482.825438
7350.0	338763.119045
7370.0	339929.519096
7390.0	330318.950841
7410.0	322275.759422
7430.0	330600.458621
7450.0	330577.866123
7470.0	332817.986595
7490.0	329022.972135
7510.0	329053.532041
7530.0	330543.696781
7550.0	330919.542999
7570.0	327295.148537
7590.0	325348.773553
7610.0	323796.209349
7630.0	324680.882646
7650.0	324645.174647
7670.0	312543.175915
7690.0	322031.995846
7710.0	316273.349686
7730.0	316791.245121
7750.0	312108.593527
7770.0	318761.849379
7790.0	317132.116137
7810.0	314782.54782
7830.0	310638.675288
7850.0	309276.743721
7870.0	312358.33069
7890.0	309124.959303
7910.0	303011.839003
7930.0	297800.194862
7950.0	295549.518976
7970.0	303044.72588
7990.0	302346.606849
8010.0	297782.786316
8030.0	297895.999613
8050.0	294506.969272
8070.0	296073.414641
8090.0	289013.8161
8110.0	291482.678775
8130.0	292921.400588
8150.0	290862.66195
8170.0	290356.587521
8190.0	279281.760911
8210.0	281245.151099
8230.0	280871.331358
8250.0	283898.227187
8270.0	286243.851223
8290.0	284096.606863
8310.0	276874.361481
8330.0	274198.443079
8350.0	276300.52793
8370.0	277549.235456
8390.0	268003.650936
8410.0	276475.158501
8430.0	269482.433903
8450.0	273045.105265
8470.0	269312.547525
8490.0	267754.055123
8510.0	254525.184032
8530.0	262788.983798
8550.0	225583.033921
8570.0	269084.965958
8590.0	263782.714769
8610.0	263379.604849
8630.0	265533.46453
8650.0	261758.712702
8670.0	224682.121381
8690.0	252224.545846
8710.0	258903.782827
8730.0	259359.188874
8750.0	255731.532173
8770.0	259107.427305
8790.0	256133.181355
8810.0	247737.112064
8830.0	252264.474482
8850.0	254532.20814
8870.0	248165.385324
8890.0	253893.149731
8910.0	255009.061765
8930.0	248653.804281
8950.0	247869.351155
8970.0	248527.626879
8990.0	249055.18819
9010.0	237182.146949
9030.0	245504.297634
9050.0	249559.537181
9070.0	245391.713165
9090.0	237615.38589
9110.0	239260.766454
9130.0	243475.343033
9150.0	241753.26835
9170.0	241006.484337
9190.0	242926.167035
9210.0	236415.324189
9230.0	235522.084839
9250.0	233842.496969
9270.0	235674.342513
9290.0	235081.005365
9310.0	236313.356369
9330.0	234250.902748
9350.0	233246.402423
9370.0	230636.63732
9390.0	231919.66121
9410.0	222700.976106
9430.0	229831.590918
9450.0	224713.838399
9470.0	228636.255489
9490.0	229045.045004
9510.0	226716.966975
9530.0	225607.928648
9550.0	220104.744801
9570.0	221562.204165
9590.0	224534.423344
9610.0	221201.874923
9630.0	219472.613017
9650.0	216548.521435
9670.0	216682.829831
9690.0	219036.381662
9710.0	216694.607179
9730.0	215766.692509
9750.0	213854.3186
9770.0	213658.058926
9790.0	211193.87601
9810.0	213956.567238
9830.0	212416.683098
9850.0	212812.553375
9870.0	210341.475702
9890.0	209923.774675
9910.0	209208.571559
9930.0	209953.744486
9950.0	209292.245419
9970.0	208604.199258
9990.0	207159.985622
10025.0	205635.466294
10075.0	202252.707905
10125.0	201833.387508
10175.0	198259.116294
10225.0	197222.400739
10275.0	196721.751875
10325.0	192858.179572
10375.0	190900.735189
10425.0	190974.53159
10475.0	188008.212484
10525.0	187503.52941
10575.0	184579.225151
10625.0	182835.474078
10675.0	179077.361175
10725.0	178954.469938
10775.0	176274.950611
10825.0	172590.810206
10875.0	172041.659037
10925.0	172067.988713
10975.0	169207.012954
11025.0	170090.341214
11075.0	169543.008253
11125.0	167550.110237
11175.0	165389.159459
11225.0	164844.58603
11275.0	161001.61311
11325.0	160847.66974
11375.0	159049.800338
11425.0	156324.034006
11475.0	158206.792802
11525.0	156888.955336
11575.0	154292.375792
11625.0	151563.753057
11675.0	151242.68257
11725.0	151933.40735
11775.0	148459.842563
11825.0	146102.8787
11875.0	144807.098392
11925.0	147151.797693
11975.0	140241.213506
12025.0	142556.295397
12075.0	140354.20628
12125.0	140891.558351
12175.0	141322.333325
12225.0	139901.89334
12275.0	138159.629277
12325.0	137388.276199
12375.0	136401.683721
12425.0	134733.230423
12475.0	134512.603337
12525.0	132884.687213
12575.0	132178.888003
12625.0	130991.053865
12675.0	129220.67392
12725.0	129269.897846
12775.0	128713.708906
12825.0	122666.923328
12875.0	125550.108636
12925.0	124246.823952
12975.0	124642.68134
13025.0	122542.476884
13075.0	122720.594911
13125.0	119836.494703
13175.0	119203.255886
13225.0	119702.295543
13275.0	117378.389307
13325.0	117486.892375
13375.0	116326.910254
13425.0	116636.377169
13475.0	115422.382018
13525.0	114736.085729
13575.0	112377.866169
13625.0	112024.525984
13675.0	111548.296007
13725.0	111211.293738
13775.0	110184.227435
13825.0	109749.435949
13875.0	108727.845909
13925.0	108444.727114
13975.0	107736.13072
14025.0	105725.65806
14075.0	106168.310344
14125.0	104339.138807
14175.0	105068.029786
14225.0	102508.406727
14275.0	100504.276546
14325.0	102220.289984
14375.0	102290.954822
14425.0	98298.1478067
14475.0	100454.676564
14525.0	98034.9339876
14570.0	98413.2032973
14620.0	98195.6475914
14675.0	97554.2471748
14725.0	95532.3435274
14775.0	95226.0619051
14825.0	94906.7273344
14875.0	92198.131463
14925.0	94854.4955479
14975.0	93034.9992877
15025.0	88675.9068018
15075.0	89432.9013755
15125.0	91559.2089637
15175.0	91284.9153614
15225.0	89743.4968548
15275.0	90112.8808693
15325.0	89080.3304436
15375.0	88851.913649
15425.0	88625.8417167
15475.0	87737.3403616
15525.0	86043.7261269
15575.0	85230.1657066
15625.0	86141.9139939
15675.0	83468.9969014
15725.0	84276.2934396
15775.0	80008.3042313
15825.0	81824.7132882
15875.0	78771.532455
15925.0	80230.531655
15975.0	80816.8943182
16050.0	79777.071247
16150.0	78199.0820868
16250.0	77761.8352407
16350.0	76166.4445379
16450.0	74330.3383546
16550.0	74054.3000368
16650.0	72628.8857208
16750.0	70397.6002422
16850.0	68550.8403113
16950.0	68960.0131285
17050.0	66489.0021401
17150.0	65376.4613592
17250.0	63733.068181
17350.0	61500.6640994
17450.0	61371.7872986
17550.0	60496.2642903
17650.0	59428.7200807
17750.0	58046.3854485
17850.0	57283.9784634
17950.0	56112.4875338
18050.0	54833.6257846
18150.0	53049.812184
18250.0	52444.8341238
18350.0	51654.8755377
18450.0	50178.7592248
18550.0	49787.3157122
18650.0	48205.8877257
18750.0	46006.3371422
18850.0	46789.2985973
18950.0	44825.7983162
19050.0	45345.2588838
19150.0	44356.2611474
19250.0	43619.1200284
19350.0	42314.315567
19450.0	40720.1529513
19550.0	41193.3478111
19650.0	40369.0773297
19750.0	39387.9542063
19850.0	38903.8391525
19950.0	38316.7003876
20050.0	37986.1529049
20150.0	37488.2246121
20250.0	36374.6354649
20350.0	35575.7070999
20450.0	35496.0177195
20550.0	34781.5404354
20650.0	33935.0811817
20750.0	33504.3420793
20850.0	32942.3619118
20950.0	32094.481631
21050.0	31905.9647246
21150.0	31292.6567497
21250.0	30753.8514202
21350.0	30352.6524836
21450.0	29852.0252841
21550.0	29355.4884719
21650.0	28141.5301368
21750.0	28140.0117427
21850.0	27749.9035004
21950.0	27454.6990195
22050.0	26701.2460883
22150.0	26579.8493354
22250.0	26015.6723406
22350.0	25601.5428201
22450.0	25210.9930801
22550.0	24835.1921441
22650.0	24327.1202073
22750.0	24107.9330554
22850.0	23539.0959175
22950.0	22367.9287918
23050.0	22546.6792209
23150.0	22234.2798224
23250.0	20897.6383118
23350.0	21146.8128007
23450.0	21172.9164558
23550.0	19740.4821899
23650.0	20229.4149616
23750.0	20064.2040234
23850.0	18809.5460949
23950.0	19192.1737618
24050.0	19093.0273907
24150.0	18126.6690481
24250.0	18250.7301459
24350.0	18129.9548702
24450.0	17536.6320211
24550.0	17221.9532412
24650.0	17413.5668325
24750.0	16929.5716064
24850.0	16398.8995361
24950.0	16566.2961398
25050.0	16493.5359262
25150.0	15868.2916321
25250.0	15947.3952955
25350.0	15739.7192605
25450.0	15394.1004715
25550.0	15193.0084337
25650.0	15024.6521705
25750.0	14964.6990667
25850.0	14417.5486912
25950.0	14450.4414436
26050.0	14333.5255909
26150.0	14092.1493077
26250.0	13606.4715922
26350.0	13686.034287
26450.0	13479.4709265
26550.0	13317.3045029
26650.0	13024.2231013
26750.0	13068.6364118
26850.0	12923.6499204
26950.0	12700.7878021
27050.0	12574.6875656
27150.0	12400.4789495
27250.0	12241.4034092
27350.0	12080.7115581
27450.0	11960.6250442
27550.0	11765.7290179
27650.0	11585.8826445
27750.0	11436.7379773
27850.0	11318.0351977
27950.0	11208.7942797
28050.0	11050.5252168
28150.0	10908.5945111
28250.0	10762.3825474
28350.0	10653.0209127
28450.0	10473.8138656
28550.0	10356.0671694
28650.0	10212.6790026
28750.0	10057.6119293
28850.0	9962.07576194
28950.0	9845.43968547
29050.0	9718.44765658
29150.0	9601.43099896
29250.0	9426.21598382
29350.0	9356.52392796
29450.0	9211.16844559
29550.0	9116.65842658
29650.0	9017.41448648
29750.0	8904.39278119
29850.0	8785.95148355
29950.0	8659.86703408
30050.0	8556.51121678
30150.0	8470.82364158
30250.0	8346.76587934
30350.0	8198.770315
30450.0	8143.71471135
30550.0	8047.76612377
30650.0	7936.93809007
30750.0	7864.79128894
30850.0	7739.54665678
30950.0	7654.87482309
31050.0	7585.1244323
31150.0	7425.58472629
31250.0	7393.1794084
31350.0	7313.14574153
31450.0	7224.88601671
31550.0	7107.78002748
31650.0	7033.90623688
31750.0	6962.90241841
31850.0	6880.2379824
31950.0	6810.80511997
32100.0	6676.60186351
32300.0	6524.34870351
32500.0	6369.36572779
32700.0	6219.07649315
32900.0	6050.35637606
33100.0	5929.30219001
33300.0	5788.00127454
33500.0	5676.35548233
33700.0	5542.39488608
33900.0	5406.49549869
34100.0	5280.87040636
34300.0	5186.8485772
34500.0	5081.80015342
34700.0	4964.87920752
34900.0	4859.64999528
35100.0	4759.89664933
35300.0	4645.96630776
35500.0	4555.227755
35700.0	4452.81738573
35900.0	4357.28487772
36100.0	4276.93263491
36300.0	4187.61619345
36500.0	4086.26852679
36700.0	3997.55922583
36900.0	3893.35421656
37100.0	3808.80022162
37300.0	3751.04191712
37500.0	3642.49168881
37700.0	3603.10335509
37900.0	3526.56495209
38100.0	3465.47450434
38300.0	3405.26006394
38500.0	3341.25242446
38700.0	3263.77022461
38900.0	3204.14445003
39100.0	3148.11397148
39300.0	3087.03795559
39500.0	3013.96859233
39700.0	2962.94445004
39900.0	2886.99076865
40100.0	2845.21408545
40300.0	2800.98440215
40500.0	2730.43714681
40700.0	2692.44752318
40900.0	2644.67411284
41100.0	2597.34587341
41300.0	2553.44454726
41500.0	2500.86703097
41700.0	2456.59169588
41900.0	2407.58133375
42100.0	2352.62343268
42300.0	2330.42899604
42500.0	2279.83346884
42700.0	2245.53724252
42900.0	2135.70830241
43100.0	2047.34423382
43300.0	2043.50527937
43500.0	1940.155075
43700.0	1894.96450236
43900.0	1871.04865833
44100.0	1773.0332793
44300.0	1761.33740337
44500.0	1736.45726209
44700.0	1654.93586963
44900.0	1664.91057077
45100.0	1624.38369507
45300.0	1562.44625641
45500.0	1565.24896922
45700.0	1552.15291831
45900.0	1486.57534791
46100.0	1493.31264223
46300.0	1467.43337973
46500.0	1448.18232111
46700.0	1434.97997105
46900.0	1415.68017114
47100.0	1386.52035425
47300.0	1386.74563773
47500.0	1356.88890021
47700.0	1335.3887029
47900.0	1318.64204137
48100.0	1287.93838905
48300.0	1291.75134182
48500.0	1266.28459803
48700.0	1240.55974487
48900.0	1226.06979887
49100.0	1207.60845479
49300.0	1188.19692651
49500.0	1168.31271215
49700.0	1155.40901006
49900.0	1139.31512356
50100.0	1126.52240643
50300.0	1110.55528167
50500.0	1085.2598656
50700.0	1073.97377523
50900.0	1062.51878258
51100.0	1039.6485247
51300.0	1031.95661259
51500.0	1013.69355928
51700.0	1008.96146659
51900.0	988.200688049
52100.0	975.879170664
52300.0	958.872469575
52500.0	952.385575145
52700.0	943.853639161
52900.0	920.671518488
53100.0	910.984774541
53300.0	900.446369139
53500.0	889.725570347
53700.0	878.234743487
53900.0	867.735819208
54100.0	855.831408369
54300.0	838.598148831
54500.0	833.988755562
54700.0	821.869527734
54900.0	810.501240544
55100.0	801.171968466
55300.0	797.789150484
55500.0	777.800960102
55700.0	775.819966153
55900.0	761.068228411
56100.0	752.822269508
56300.0	740.597624335
56500.0	736.068079666
56700.0	726.650911763
56900.0	712.819740775
57100.0	709.140682869
57300.0	699.158718892
57500.0	690.703688339
57700.0	680.601970781
57900.0	674.861894441
58100.0	663.767097457
58300.0	656.213036912
58500.0	649.289712748
58700.0	638.504018506
58900.0	630.537110478
59100.0	624.714606952
59300.0	617.242584272
59500.0	607.985286548
59700.0	602.858661182
59900.0	595.296926573
60100.0	587.830627418
60300.0	580.821142938
60500.0	572.449818306
60700.0	565.429068645
60900.0	558.431463486
61100.0	550.469258654
61300.0	545.303484436
61500.0	539.210293683
61700.0	533.113644713
61900.0	527.06875545
62100.0	521.020589618
62300.0	513.146710172
62500.0	506.759577645
62700.0	500.908541374
62900.0	495.689860884
63100.0	488.983642293
63300.0	484.806218814
63500.0	478.292482252
63700.0	473.395009325
63900.0	466.633101424
64200.0	459.081840702
64600.0	448.00479872
65000.0	437.55507509
65400.0	427.691178135
65800.0	418.158699824
66200.0	408.236382382
66600.0	399.05550382
67000.0	389.88379813
67400.0	380.769075225
67800.0	372.376453539
68200.0	363.909025952
68600.0	355.868011815
69000.0	347.868816261
69400.0	340.067211553
69800.0	332.741052338
70200.0	325.017890552
70600.0	318.211762051
71000.0	311.311957924
71400.0	304.575767115
71800.0	297.975759575
72200.0	291.600678142
72600.0	285.302113799
73000.0	279.348738871
73400.0	273.279692567
73800.0	267.688743793
74200.0	261.859099128
74600.0	256.165694343
75000.0	251.132811039
75400.0	245.865083028
75800.0	241.08559746
76200.0	236.144826289
76600.0	231.365369517
77000.0	226.60143372
77400.0	222.133542625
77800.0	217.715602532
78200.0	213.361492878
78600.0	209.152450522
79000.0	205.022302514
79400.0	200.978821719
79800.0	197.0859395
80200.0	193.148666046
80600.0	189.381174864
81000.0	185.852132856
81400.0	182.147866485
81800.0	178.793733732
82200.0	175.438423609
82600.0	172.086836194
83000.0	168.874236103
83400.0	165.624691377
83800.0	162.557419013
84200.0	159.616932766
84600.0	156.657639751
85000.0	153.784194857
85400.0	150.969917086
85800.0	148.242036504
86200.0	145.542031662
86600.0	142.937437939
87000.0	140.378442283
87400.0	137.864122772
87800.0	135.405246479
88200.0	132.931250948
88600.0	130.607063872
89000.0	128.269993613
89400.0	126.108213819
89800.0	123.827351936
90200.0	121.758766945
90600.0	119.696239274
91000.0	117.524001498
91400.0	115.568141545
91800.0	113.624046645
92200.0	111.730424927
92600.0	109.833745412
93000.0	107.989756376
93400.0	106.169822841
93800.0	104.40760519
94200.0	102.674805278
94600.0	100.957467592
95000.0	99.2985700498
95400.0	97.6704746665
95800.0	96.0856511268
96200.0	94.507557126
96600.0	92.9908042901
97000.0	91.4926180409
97400.0	89.9178918823
97800.0	88.5350676135
98200.0	87.1562001986
98600.0	85.7751627422
99000.0	84.4257895445
99400.0	83.0740753129
99800.0	81.777395386
100200.0	80.49873183
200000.0	5.20582108506
400000.0	0.32664262002
600000.0	0.0641880635283
800000.0	0.0201835272348
1000000.0	0.0082179108587
1200000.0	0.00394122987667
1400000.0	0.00211659593561
1600000.0	0.00123500439925
